country,iso3c,iso2c,year,"Intentional homicides (per 100,000 people)","Suicide mortality rate (per 100,000 population)",GDP (current US$),"GDP per capita, PPP (current international $)",adminregion,incomeLevel
Armenia,ARM,AM,1993,7.96881221,,1201312829,1479.585479,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,1994,4.781244366,,1315158637,1631.321528,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,1995,3.605452812,,1468317435,1817.148263,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,1996,3.598242921,,1596968946,1989.335728,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,1997,3.191746399,,1639492445,2115.617044,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,1998,2.991612869,,1893726437,2313.617793,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,1999,2.913545396,,1845482173,2439.912753,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2000,2.96455854,3.4,1911563669,2658.344322,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2001,2.884597104,3.1,2118467913,2995.908846,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2002,2.274243435,3.5,2376335048,3463.986063,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2003,2.518275723,2.6,2807061009,4043.655062,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2004,2.766007435,4,3576615240,4614.869804,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2005,1.945484832,4.2,4900469950,5455.434995,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2006,2.670451722,5.9,6384451606,6411.81964,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2007,2.625642984,5.8,9206301700,7551.643636,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2008,3.336067533,4.8,11662040714,8300.491988,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2009,3.358616444,4.8,8647936748,7233.039928,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2010,1.946259602,6.8,9260284938,7506.321909,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2011,2.46824653,6.8,10142111334,8025.458485,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2012,2.253627387,7.4,10619320049,9364.375299,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2013,2.174218394,6.4,11121465767,9835.802461,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2014,2.47218534,6.3,11609512940,10036.88984,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2015,2.563612629,6.2,10553337673,9969.664854,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2016,2.963066904,5.7,10546135160,10704.22976,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2017,2.377080327,3,11527458566,12115.13929,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2018,1.693915557,2.1,12457941907,13020.39632,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2019,,3.3,13619291361,14231.18019,Europe & Central Asia (excluding high income),Upper middle income
Armenia,ARM,AM,2020,,,12641209802,13312.11386,Europe & Central Asia (excluding high income),Upper middle income
Aruba,ABW,AW,1970,,,,,,High income
Aruba,ABW,AW,1971,,,,,,High income
Aruba,ABW,AW,1972,,,,,,High income
Aruba,ABW,AW,1973,,,,,,High income
Aruba,ABW,AW,1974,,,,,,High income
Aruba,ABW,AW,1975,,,,,,High income
Aruba,ABW,AW,1976,,,,,,High income
Aruba,ABW,AW,1977,,,,,,High income
Aruba,ABW,AW,1978,,,,,,High income
Aruba,ABW,AW,1979,,,,,,High income
Aruba,ABW,AW,1980,,,,,,High income
Aruba,ABW,AW,1981,,,,,,High income
Aruba,ABW,AW,1982,,,,,,High income
Aruba,ABW,AW,1983,,,,,,High income
Aruba,ABW,AW,1984,,,,,,High income
Aruba,ABW,AW,1985,,,,,,High income
Aruba,ABW,AW,1986,,,405463417.1,,,High income
Aruba,ABW,AW,1987,,,487602457.7,,,High income
Aruba,ABW,AW,1988,,,596423607.1,,,High income
Aruba,ABW,AW,1989,,,695304363,,,High income
Aruba,ABW,AW,1990,0,,764887117.2,23293.03741,,High income
Aruba,ABW,AW,1991,,,872138715.1,25004.17191,,High income
Aruba,ABW,AW,1992,,,958463184.4,25643.08368,,High income
Aruba,ABW,AW,1993,,,1082979721,26515.89026,,High income
Aruba,ABW,AW,1994,,,1245688268,27695.54486,,High income
Aruba,ABW,AW,1995,7.469747523,,1320474860,27690.09133,,High income
Aruba,ABW,AW,1996,,,1379960894,27541.54916,,High income
Aruba,ABW,AW,1997,,,1531944134,29223.23688,,High income
Aruba,ABW,AW,1998,,,1665100559,29508.86227,,High income
Aruba,ABW,AW,1999,2.24696379,,1722798883,29716.83431,,High income
Aruba,ABW,AW,2000,,,1873452514,32026.97274,,High income
Aruba,ABW,AW,2001,4.306075873,,1920111732,31064.35565,,High income
Aruba,ABW,AW,2002,5.263601145,,1941340782,29847.92835,,High income
Aruba,ABW,AW,2003,4.123031253,,2021229050,30356.04527,,High income
Aruba,ABW,AW,2004,2.02543952,,2228491620,33050.90338,,High income
Aruba,ABW,AW,2005,5.99832047,,2330726257,34051.4928,,High income
Aruba,ABW,AW,2006,4.958841615,,2424581006,35168.56147,,High income
Aruba,ABW,AW,2007,2.963665461,,2615083799,36619.58803,,High income
Aruba,ABW,AW,2008,4.932815059,,2745251397,37247.9805,,High income
Aruba,ABW,AW,2009,3.942751252,,2498882682,33553.882,,High income
Aruba,ABW,AW,2010,3.934490729,,2390502793,32625.49269,,High income
Aruba,ABW,AW,2011,1.959823616,,2549720670,34324.79936,,High income
Aruba,ABW,AW,2012,3.899965875,,2534636872,33567.55002,,High income
Aruba,ABW,AW,2013,5.815925944,,2727849721,36829.03277,,High income
Aruba,ABW,AW,2014,1.927227875,,2790849162,36779.42943,,High income
Aruba,ABW,AW,2015,,,2962905028,37311.75032,,High income
Aruba,ABW,AW,2016,,,2983636872,37585.02508,,High income
Aruba,ABW,AW,2017,,,3092430168,38897.12267,,High income
Aruba,ABW,AW,2018,,,3202188607,,,High income
Aruba,ABW,AW,2019,,,,,,High income
Aruba,ABW,AW,2020,,,,,,High income
Australia,AUS,AU,1970,,,41337215814,,,High income
Australia,AUS,AU,1971,,,45222309329,,,High income
Australia,AUS,AU,1972,,,52051401869,,,High income
Australia,AUS,AU,1973,,,63844971172,,,High income
Australia,AUS,AU,1974,,,88981577008,,,High income
Australia,AUS,AU,1975,,,97333060221,,,High income
Australia,AUS,AU,1976,,,1.05101E+11,,,High income
Australia,AUS,AU,1977,,,1.10388E+11,,,High income
Australia,AUS,AU,1978,,,1.18536E+11,,,High income
Australia,AUS,AU,1979,,,1.34941E+11,,,High income
Australia,AUS,AU,1980,,,1.50032E+11,,,High income
Australia,AUS,AU,1981,,,1.76953E+11,,,High income
Australia,AUS,AU,1982,,,1.94105E+11,,,High income
Australia,AUS,AU,1983,,,1.77334E+11,,,High income
Australia,AUS,AU,1984,,,1.93594E+11,,,High income
Australia,AUS,AU,1985,,,1.80574E+11,,,High income
Australia,AUS,AU,1986,,,1.82368E+11,,,High income
Australia,AUS,AU,1987,,,1.894E+11,,,High income
Australia,AUS,AU,1988,,,2.36066E+11,,,High income
Australia,AUS,AU,1989,,,2.99768E+11,,,High income
Australia,AUS,AU,1990,2.205110668,,3.11327E+11,17367.11058,,High income
Australia,AUS,AU,1991,1.97798215,,3.25903E+11,17822.47528,,High income
Australia,AUS,AU,1992,1.729668451,,3.2548E+11,18214.59787,,High income
Australia,AUS,AU,1993,1.891700327,,3.12126E+11,19159.52159,,High income
Australia,AUS,AU,1994,1.797901691,,3.22807E+11,20094.05411,,High income
Australia,AUS,AU,1995,1.978538086,,3.67916E+11,20923.5552,,High income
Australia,AUS,AU,1996,1.946201921,,4.0109E+11,22008.91159,,High income
Australia,AUS,AU,1997,1.979637471,,4.35324E+11,22972.48786,,High income
Australia,AUS,AU,1998,1.796952251,,3.99404E+11,24210.63627,,High income
Australia,AUS,AU,1999,2.049159932,,3.89099E+11,25296.26355,,High income
Australia,AUS,AU,2000,1.906122518,12.7,4.15576E+11,26343.0767,,High income
Australia,AUS,AU,2001,1.807792953,12.2,3.79084E+11,27439.82779,,High income
Australia,AUS,AU,2002,1.886465108,11.3,3.95343E+11,28768.72863,,High income
Australia,AUS,AU,2003,1.538919138,10.5,4.67391E+11,29807.40956,,High income
Australia,AUS,AU,2004,1.322960651,10.3,6.14166E+11,31407.46145,,High income
Australia,AUS,AU,2005,1.283541631,11.2,6.95075E+11,32653.40162,,High income
Australia,AUS,AU,2006,1.368975412,10.6,7.47556E+11,34369.61939,,High income
Australia,AUS,AU,2007,1.219142604,10.9,8.53955E+11,36599.85073,,High income
Australia,AUS,AU,2008,1.223497165,11.6,1.05513E+12,37499.52513,,High income
Australia,AUS,AU,2009,1.209148037,11.2,9.28043E+11,40281.79967,,High income
Australia,AUS,AU,2010,1.042668759,11.7,1.14759E+12,39336.66348,,High income
Australia,AUS,AU,2011,1.100363732,11.2,1.39791E+12,42003.15806,,High income
Australia,AUS,AU,2012,1.060952322,11.7,1.54651E+12,42836.67186,,High income
Australia,AUS,AU,2013,1.053540861,11.5,1.57634E+12,45906.44004,,High income
Australia,AUS,AU,2014,1.029816973,12.7,1.4675E+12,46880.89518,,High income
Australia,AUS,AU,2015,0.9861068,13.2,1.35053E+12,46248.61646,,High income
Australia,AUS,AU,2016,0.935592108,12.2,1.20669E+12,47255.30701,,High income
Australia,AUS,AU,2017,0.825719528,13.1,1.32688E+12,48398.5497,,High income
Australia,AUS,AU,2018,0.891632403,12.4,1.42853E+12,50169.18729,,High income
Australia,AUS,AU,2019,,12.5,1.39195E+12,51748.39772,,High income
Australia,AUS,AU,2020,,,1.32784E+12,53329.80833,,High income
Austria,AUT,AT,1970,,,15373005557,,,High income
Austria,AUT,AT,1971,,,17858486067,,,High income
Austria,AUT,AT,1972,,,22059612477,,,High income
Austria,AUT,AT,1973,,,29515467707,,,High income
Austria,AUT,AT,1974,,,35189299912,,,High income
Austria,AUT,AT,1975,,,40059206763,,,High income
Austria,AUT,AT,1976,,,42959976222,,,High income
Austria,AUT,AT,1977,,,51545758888,,,High income
Austria,AUT,AT,1978,,,62052259073,,,High income
Austria,AUT,AT,1979,,,73937296963,,,High income
Austria,AUT,AT,1980,,,82058912997,,,High income
Austria,AUT,AT,1981,,,71034228443,,,High income
Austria,AUT,AT,1982,,,71275287570,,,High income
Austria,AUT,AT,1983,,,72121016547,,,High income
Austria,AUT,AT,1984,,,67985344887,,,High income
Austria,AUT,AT,1985,,,69386774408,,,High income
Austria,AUT,AT,1986,,,99036164939,,,High income
Austria,AUT,AT,1987,,,1.24168E+11,,,High income
Austria,AUT,AT,1988,,,1.33339E+11,,,High income
Austria,AUT,AT,1989,,,1.33106E+11,,,High income
Austria,AUT,AT,1990,1.152259581,,1.66463E+11,19461.99694,,High income
Austria,AUT,AT,1991,1.32515119,,1.73794E+11,20605.85357,,High income
Austria,AUT,AT,1992,1.238676644,,1.95078E+11,21281.15471,,High income
Austria,AUT,AT,1993,1.013673313,,1.9038E+11,21720.51107,,High income
Austria,AUT,AT,1994,1.107306144,,2.03535E+11,22629.97096,,High income
Austria,AUT,AT,1995,0.976206469,,2.41038E+11,23684.62005,,High income
Austria,AUT,AT,1996,1.234744667,,2.37251E+11,24553.84013,,High income
Austria,AUT,AT,1997,0.821623845,,2.1279E+11,25426.71741,,High income
Austria,AUT,AT,1998,0.957585909,,2.1826E+11,26675.04316,,High income
Austria,AUT,AT,1999,0.7452383,,2.17186E+11,27606.48303,,High income
Austria,AUT,AT,2000,1.016200214,19.9,1.968E+11,29376.01974,,High income
Austria,AUT,AT,2001,0.864437119,18.6,1.97338E+11,29702.79753,,High income
Austria,AUT,AT,2002,0.799075236,19.3,2.13378E+11,31178.69333,,High income
Austria,AUT,AT,2003,0.611556834,18.2,2.61696E+11,32144.24181,,High income
Austria,AUT,AT,2004,0.718040213,17.5,3.00904E+11,33773.82578,,High income
Austria,AUT,AT,2005,0.65425552,17.2,3.15974E+11,35013.71404,,High income
Austria,AUT,AT,2006,0.73623971,16.4,3.35999E+11,37662.18517,,High income
Austria,AUT,AT,2007,0.541273226,16,3.88691E+11,39430.60917,,High income
Austria,AUT,AT,2008,0.695316504,15.8,4.30294E+11,41316.22518,,High income
Austria,AUT,AT,2009,0.609125561,16,4.00172E+11,40918.13212,,High income
Austria,AUT,AT,2010,0.689659683,16.1,3.91893E+11,42009.43853,,High income
Austria,AUT,AT,2011,0.887206378,16.5,4.3112E+11,44452.73275,,High income
Austria,AUT,AT,2012,0.929167995,16.3,4.09425E+11,46457.34578,,High income
Austria,AUT,AT,2013,0.724621505,16.2,4.30069E+11,47922.04912,,High income
Austria,AUT,AT,2014,0.522332318,16.5,4.41996E+11,48799.71547,,High income
Austria,AUT,AT,2015,0.530035315,16,3.81818E+11,49865.90394,,High income
Austria,AUT,AT,2016,0.651629199,15.5,3.95569E+11,52684.01711,,High income
Austria,AUT,AT,2017,0.793659612,15.4,4.1623E+11,54172.98679,,High income
Austria,AUT,AT,2018,0.967228608,15.7,4.54946E+11,56960.09143,,High income
Austria,AUT,AT,2019,,14.6,4.45012E+11,58076.3488,,High income
Austria,AUT,AT,2020,,,4.33258E+11,55683.84082,,High income
Azerbaijan,AZE,AZ,1970,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1971,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1972,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1973,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1974,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1975,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1976,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1977,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1978,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1979,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1980,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1981,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1982,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1983,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1984,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1985,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1986,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1987,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1988,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1989,,,,,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1990,4.542468491,,,5255.884068,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1991,4.851898186,,,5324.280172,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1992,7.548256647,,446305555.6,4151.671993,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1993,6.304609725,,1570000000,3219.144386,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1994,6.494263704,,1193312102,2604.809937,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1995,5.69744289,,2417355840,2318.665985,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1996,5.091936181,,3176333837,2367.736202,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1997,3.583294178,,3962238113,2525.380061,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1998,3.50442302,,4446368571,2782.647228,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,1999,3.004671146,,4581432039,3005.222233,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2000,2.782311345,3.1,5272798391,3385.512727,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2001,2.659413868,3.4,5707720391,3772.943783,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2002,2.561294372,3.6,6235856820,4163.199987,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2003,2.188620061,3.8,7276753895,4638.124768,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2004,2.378997218,4.3,8680370408,5158.394594,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2005,2.248609551,4.5,13245716099,6737.146208,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2006,2.201583216,4.7,20982986344,9233.680797,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2007,2.166378561,4.9,33050343783,11718.52673,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2008,2.176409557,4.7,48852482960,12956.83405,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2009,,4.6,44291490421,13976.10964,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2010,2.280662034,4.6,52909294792,14677.16482,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2011,,4.5,65951627200,14804.57445,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2012,2.18032261,4.4,69683935845,15957.71885,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2013,2.354704353,4.3,74164435946,17188.94551,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2014,2.482742833,4.2,75244294275,17443.87826,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2015,2.338211119,4.1,53074370486,14938.40113,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2016,2.136391989,4,37867518957,14371.02274,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2017,2.041579976,4,40865558912,14121.40694,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2018,2.201107449,4,47112941176,14550.76282,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2019,,4.1,48174235294,15052.79387,Europe & Central Asia (excluding high income),Upper middle income
Azerbaijan,AZE,AZ,2020,,,42607176471,14479.70541,Europe & Central Asia (excluding high income),Upper middle income
"Bahamas, The",BHS,BS,1970,,,538423153.7,,,High income
"Bahamas, The",BHS,BS,1971,,,573400000,,,High income
"Bahamas, The",BHS,BS,1972,,,590900000,,,High income
"Bahamas, The",BHS,BS,1973,,,670900000,,,High income
"Bahamas, The",BHS,BS,1974,,,632400000,,,High income
"Bahamas, The",BHS,BS,1975,,,596200000,,,High income
"Bahamas, The",BHS,BS,1976,,,642100000,,,High income
"Bahamas, The",BHS,BS,1977,,,713000000,,,High income
"Bahamas, The",BHS,BS,1978,,,832400000,,,High income
"Bahamas, The",BHS,BS,1979,,,1139800100,,,High income
"Bahamas, The",BHS,BS,1980,,,1335300000,,,High income
"Bahamas, The",BHS,BS,1981,,,1426500000,,,High income
"Bahamas, The",BHS,BS,1982,,,1578300000,,,High income
"Bahamas, The",BHS,BS,1983,,,1732800000,,,High income
"Bahamas, The",BHS,BS,1984,,,2041100000,,,High income
"Bahamas, The",BHS,BS,1985,,,2320699900,,,High income
"Bahamas, The",BHS,BS,1986,,,2472500000,,,High income
"Bahamas, The",BHS,BS,1987,,,2713999900,,,High income
"Bahamas, The",BHS,BS,1988,,,2817900000,,,High income
"Bahamas, The",BHS,BS,1989,,,3062000000,,,High income
"Bahamas, The",BHS,BS,1990,17.56255196,,3166000000,21483.07622,,High income
"Bahamas, The",BHS,BS,1991,10.72768163,,3111160000,20891.09535,,High income
"Bahamas, The",BHS,BS,1992,15.41191153,,3109000000,20161.9102,,High income
"Bahamas, The",BHS,BS,1993,12.91203217,,3092000000,20318.63165,,High income
"Bahamas, The",BHS,BS,1994,18.85089306,,3259000000,21034.75945,,High income
"Bahamas, The",BHS,BS,1995,14.27658747,,3429000000,22069.78193,,High income
"Bahamas, The",BHS,BS,1996,17.9590112,,3609000000,23109.55165,,High income
"Bahamas, The",BHS,BS,1997,16.00762798,,6332360000,24844.19035,,High income
"Bahamas, The",BHS,BS,1998,,,6833220000,23725.09018,,High income
"Bahamas, The",BHS,BS,1999,,,7683870000,26685.28672,,High income
"Bahamas, The",BHS,BS,2000,24.8284655,2.3,8076470000,28034.19652,,High income
"Bahamas, The",BHS,BS,2001,14.20933322,2.5,8317830000,28956.8955,,High income
"Bahamas, The",BHS,BS,2002,16.9019395,2.3,8881160000,29715.69528,,High income
"Bahamas, The",BHS,BS,2003,15.96816587,2.4,8870090000,29363.12194,,High income
"Bahamas, The",BHS,BS,2004,13.79773153,3.2,9055290000,29869.40634,,High income
"Bahamas, The",BHS,BS,2005,16.00748658,3,9836200000,31261.77357,,High income
"Bahamas, The",BHS,BS,2006,18.42722154,3.5,10167250000,32401.62592,,High income
"Bahamas, The",BHS,BS,2007,23.11885165,3.2,10618340000,33117.60507,,High income
"Bahamas, The",BHS,BS,2008,21.24068901,3.3,10526000000,32373.49264,,High income
"Bahamas, The",BHS,BS,2009,24.88558352,3.3,9981960000,30728.81809,,High income
"Bahamas, The",BHS,BS,2010,26.48364776,3.6,10095760000,31090.58165,,High income
"Bahamas, The",BHS,BS,2011,35.31868859,3.7,10070450000,31522.02023,,High income
"Bahamas, The",BHS,BS,2012,30.52964814,3.5,10720500000,32216.6978,,High income
"Bahamas, The",BHS,BS,2013,32.41076146,3.1,10494600000,31650.43901,,High income
"Bahamas, The",BHS,BS,2014,33.45699831,3.3,11142900000,33248.11329,,High income
"Bahamas, The",BHS,BS,2015,39.01656868,3.5,11890600000,33937.41876,,High income
"Bahamas, The",BHS,BS,2016,29.37106236,3.6,11992600000,34338.51956,,High income
"Bahamas, The",BHS,BS,2017,31.95817147,3.4,12359700000,35917.75703,,High income
"Bahamas, The",BHS,BS,2018,,3.5,12837800000,37416.97226,,High income
"Bahamas, The",BHS,BS,2019,,3.5,13164400000,37973.24725,,High income
"Bahamas, The",BHS,BS,2020,,,9907500000,32538.56916,,High income
Bahrain,BHR,BH,1970,,,,,,High income
Bahrain,BHR,BH,1971,,,,,,High income
Bahrain,BHR,BH,1972,,,,,,High income
Bahrain,BHR,BH,1973,,,,,,High income
Bahrain,BHR,BH,1974,,,,,,High income
Bahrain,BHR,BH,1975,,,,,,High income
Bahrain,BHR,BH,1976,,,,,,High income
Bahrain,BHR,BH,1977,,,,,,High income
Bahrain,BHR,BH,1978,,,,,,High income
Bahrain,BHR,BH,1979,,,,,,High income
Bahrain,BHR,BH,1980,,,3072698328,,,High income
Bahrain,BHR,BH,1981,,,3467819149,,,High income
Bahrain,BHR,BH,1982,,,3645744681,,,High income
Bahrain,BHR,BH,1983,,,3735106383,,,High income
Bahrain,BHR,BH,1984,,,3905585106,,,High income
Bahrain,BHR,BH,1985,,,3651861702,,,High income
Bahrain,BHR,BH,1986,,,3052393617,,,High income
Bahrain,BHR,BH,1987,,,3392021011,,,High income
Bahrain,BHR,BH,1988,,,3702393617,,,High income
Bahrain,BHR,BH,1989,,,3863563830,,,High income
Bahrain,BHR,BH,1990,,,4229787234,26858.68103,,High income
Bahrain,BHR,BH,1991,,,4616223404,30046.98066,,High income
Bahrain,BHR,BH,1992,,,4751063830,31952.75584,,High income
Bahrain,BHR,BH,1993,,,5200265957,36015.8992,,High income
Bahrain,BHR,BH,1994,,,5567553457,35799.85453,,High income
Bahrain,BHR,BH,1995,0.886999776,,5849467819,37036.25287,,High income
Bahrain,BHR,BH,1996,1.382502018,,6101861436,38249.13913,,High income
Bahrain,BHR,BH,1997,1.008527097,,6349202394,39039.89723,,High income
Bahrain,BHR,BH,1998,,,6183776596,40105.04114,,High income
Bahrain,BHR,BH,1999,,,6621010372,40910.71738,,High income
Bahrain,BHR,BH,2000,,6.6,9062898936,42181.90604,,High income
Bahrain,BHR,BH,2001,1.290230091,8.8,8976196809,42094.58142,,High income
Bahrain,BHR,BH,2002,1.088228093,9.2,9593510638,41932.58355,,High income
Bahrain,BHR,BH,2003,0.385253523,10.2,11074813830,42860.48222,,High income
Bahrain,BHR,BH,2004,0.843530004,10.2,13150159574,44185.33854,,High income
Bahrain,BHR,BH,2005,0.44986431,10.3,15968723404,45400.8527,,High income
Bahrain,BHR,BH,2006,0.730366446,8.2,18504760638,46200.63586,,High income
Bahrain,BHR,BH,2007,0.386128712,9.6,21730000000,47532.85916,,High income
Bahrain,BHR,BH,2008,0.538287975,9.2,25710904255,47847.61525,,High income
Bahrain,BHR,BH,2009,1.096976985,8.6,22938218085,46498.8434,,High income
Bahrain,BHR,BH,2010,0.886479098,8.2,25713271277,46872.94778,,High income
Bahrain,BHR,BH,2011,0.547665264,7.9,28776595745,47377.49831,,High income
Bahrain,BHR,BH,2012,0.307706036,7.4,30749308511,50675.62102,,High income
Bahrain,BHR,BH,2013,0.380219752,7.1,32539468085,51494.41172,,High income
Bahrain,BHR,BH,2014,0.523923468,7.4,33387712766,51101.97702,,High income
Bahrain,BHR,BH,2015,,7.4,31050638298,45575.78357,,High income
Bahrain,BHR,BH,2016,,7.7,32234973404,44768.97091,,High income
Bahrain,BHR,BH,2017,,8.1,35473776596,47709.77802,,High income
Bahrain,BHR,BH,2018,,8.6,37801462766,47503.06194,,High income
Bahrain,BHR,BH,2019,,8.9,38652579787,47228.10004,,High income
Bahrain,BHR,BH,2020,,,34729228723,43755.85562,,High income
Bangladesh,BGD,BD,1970,,,8992721809,,South Asia,Lower middle income
Bangladesh,BGD,BD,1971,,,8751842840,,South Asia,Lower middle income
Bangladesh,BGD,BD,1972,,,6288245867,,South Asia,Lower middle income
Bangladesh,BGD,BD,1973,,,8086725729,,South Asia,Lower middle income
Bangladesh,BGD,BD,1974,,,12512460520,,South Asia,Lower middle income
Bangladesh,BGD,BD,1975,,,19448348073,,South Asia,Lower middle income
Bangladesh,BGD,BD,1976,,,10117113333,,South Asia,Lower middle income
Bangladesh,BGD,BD,1977,,,9651149302,,South Asia,Lower middle income
Bangladesh,BGD,BD,1978,,,13281767143,,South Asia,Lower middle income
Bangladesh,BGD,BD,1979,,,15565480322,,South Asia,Lower middle income
Bangladesh,BGD,BD,1980,,,18138049096,,South Asia,Lower middle income
Bangladesh,BGD,BD,1981,,,20249694002,,South Asia,Lower middle income
Bangladesh,BGD,BD,1982,,,18525399202,,South Asia,Lower middle income
Bangladesh,BGD,BD,1983,,,17609048822,,South Asia,Lower middle income
Bangladesh,BGD,BD,1984,,,18920840000,,South Asia,Lower middle income
Bangladesh,BGD,BD,1985,,,22278423077,,South Asia,Lower middle income
Bangladesh,BGD,BD,1986,,,21774033333,,South Asia,Lower middle income
Bangladesh,BGD,BD,1987,,,24298032258,,South Asia,Lower middle income
Bangladesh,BGD,BD,1988,,,26579005760,,South Asia,Lower middle income
Bangladesh,BGD,BD,1989,,,28781714764,,South Asia,Lower middle income
